Number,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
758169,24-07-19 20:55,13,27,50,41,36,55,62,38,21,30,32,74,40,77,4,42,23,14,39,78
758170,24-07-19 21:00,13,71,18,28,67,48,7,68,31,14,57,9,17,10,64,8,74,15,29,59
758171,24-07-19 21:05,13,49,76,27,21,63,48,78,16,47,8,75,33,62,72,38,79,40,3,34
758172,24-07-19 21:10,8,80,67,40,26,25,61,69,15,48,51,74,13,64,2,36,37,47,21,68
758173,24-07-19 21:15,70,14,36,23,29,54,30,8,80,48,77,13,32,28,17,71,34,46,37,61
758174,24-07-19 21:20,30,76,27,44,37,53,16,49,26,47,8,66,73,43,25,23,69,9,5,57
758175,24-07-19 21:25,36,53,11,58,10,12,33,31,5,30,2,1,35,46,79,38,62,34,75,3
758176,24-07-19 21:30,22,12,37,54,50,9,13,36,49,55,73,39,3,8,51,20,19,17,77,63
758177,24-07-19 21:35,25,61,76,42,16,41,15,21,50,54,53,60,12,7,65,62,22,46,34,20
758178,24-07-19 21:40,74,60,27,78,36,53,68,18,6,26,57,62,73,41,49,67,24,38,56,13
758179,24-07-19 21:45,33,50,56,24,69,72,76,77,43,60,44,21,40,31,7,47,36,57,70,12
758180,24-07-19 21:50,37,53,35,80,29,1,10,69,73,77,22,78,38,76,34,40,21,47,43,6
758181,24-07-19 21:55,31,53,37,40,33,26,34,76,65,12,75,24,56,15,47,66,9,5,35,55
758182,24-07-19 22:00,2,76,41,25,56,35,16,21,44,42,36,74,30,51,14,33,61,45,20,66
758183,24-07-19 22:05,34,41,14,47,71,74,62,65,46,57,27,55,32,4,56,35,51,11,49,45
758184,24-07-19 22:10,58,42,59,5,37,74,14,31,2,6,13,51,52,61,65,46,47,56,64,62
758185,24-07-19 22:15,75,41,33,49,2,10,35,21,37,11,70,54,8,65,32,42,46,73,53,6
758186,24-07-19 22:20,67,75,41,46,28,57,64,1,78,55,44,60,53,5,80,39,37,18,10,2
758187,24-07-19 22:25,36,80,58,5,77,18,24,20,75,71,8,79,73,51,19,61,65,62,6,38
758188,24-07-19 22:30,57,67,20,2,64,23,45,76,1,8,14,70,30,26,62,31,78,72,71,13
758189,24-07-19 22:35,74,4,11,77,2,31,59,60,39,33,64,61,67,72,54,32,40,37,47,45
758190,24-07-19 22:40,31,49,39,4,18,77,25,53,30,33,75,64,60,70,7,74,44,28,15,1
758191,24-07-19 22:45,80,10,69,42,70,3,71,45,57,54,26,76,7,4,48,33,50,78,15,6
758192,24-07-19 22:50,33,50,4,15,63,56,27,64,5,71,77,68,3,21,43,10,22,28,51,46
758193,24-07-19 22:55,18,43,37,44,75,50,64,72,27,14,61,34,13,9,23,29,22,46,32,62
758194,24-07-19 23:00,44,51,40,73,70,8,76,48,15,22,23,9,28,75,71,45,24,43,56,68
758195,24-07-19 23:05,4,28,47,2,27,55,46,76,77,5,33,61,9,35,50,49,64,14,51,17
758196,24-07-19 23:10,7,60,56,76,5,51,14,74,30,57,22,45,48,34,58,38,70,16,1,13
758197,24-07-19 23:15,70,2,71,14,31,79,33,37,49,21,47,18,58,29,23,5,45,22,76,6
758198,24-07-19 23:20,75,49,77,41,59,38,78,51,29,28,50,52,37,46,76,74,33,10,64,25
758199,24-07-19 23:25,11,69,29,42,79,57,12,20,65,30,34,23,73,46,27,41,37,54,5,21
758200,24-07-19 23:30,15,43,48,71,76,47,46,24,41,62,3,8,55,69,13,75,38,29,17,80
758201,24-07-19 23:35,19,65,79,58,27,67,43,30,20,57,34,31,63,60,21,7,41,37,71,77
758202,24-07-19 23:40,73,19,41,66,10,39,55,16,42,48,50,70,56,61,51,79,12,18,46,28
758203,24-07-19 23:45,26,58,62,51,6,72,68,43,28,39,5,15,71,36,46,42,19,16,47,21
758204,24-07-19 23:50,73,18,61,71,35,62,43,56,75,76,21,27,23,28,36,26,70,32,5,53
758205,24-07-19 23:55,64,17,32,33,26,5,47,65,37,18,8,73,50,80,77,9,30,39,68,43
758206,25-07-19 9:00,70,41,45,58,26,65,27,43,57,61,54,74,24,5,71,19,53,47,36,67
758207,25-07-19 9:05,38,63,57,45,70,27,76,47,53,34,67,49,32,48,62,74,66,42,14,19
758208,25-07-19 9:10,52,6,28,59,49,8,3,29,10,72,40,13,80,36,45,50,24,31,55,26
758209,25-07-19 9:15,26,35,62,17,20,76,54,49,33,43,61,27,77,51,9,68,30,74,28,57
758210,25-07-19 9:20,77,72,67,15,75,3,47,35,41,43,13,68,21,17,61,9,19,60,71,65
758211,25-07-19 9:25,39,1,56,16,51,68,31,71,14,41,26,52,35,60,72,34,6,13,4,78
758212,25-07-19 9:30,31,72,47,50,22,74,33,59,49,19,25,69,78,13,80,62,73,71,46,28
758213,25-07-19 9:35,78,75,76,35,42,61,44,8,18,1,66,4,51,77,63,32,37,22,64,67
758214,25-07-19 9:40,32,72,47,2,44,13,34,4,46,67,43,42,76,38,50,28,69,37,16,30
758215,25-07-19 9:45,40,11,80,34,14,53,57,32,69,16,71,51,44,55,48,8,7,64,27,78
758216,25-07-19 9:50,4,31,80,19,23,78,57,36,59,22,79,43,33,64,44,7,29,32,10,9
758217,25-07-19 9:55,65,53,57,12,39,70,30,25,3,55,47,24,26,34,5,4,19,45,75,49
758218,25-07-19 10:00,17,11,45,76,79,50,68,69,14,36,20,49,16,32,1,67,61,35,51,57
758219,25-07-19 10:05,39,30,59,75,73,56,2,15,67,20,21,58,57,11,7,5,44,65,14,52
758220,25-07-19 10:10,5,70,44,77,38,73,23,79,32,45,41,80,55,7,63,33,50,18,71,42
758221,25-07-19 10:15,16,40,31,78,46,8,52,20,69,53,21,42,80,62,73,27,1,11,43,64
758222,25-07-19 10:20,54,34,67,38,4,79,42,3,1,10,37,46,73,27,5,61,22,41,51,35
758223,25-07-19 10:25,79,28,8,72,76,36,30,59,3,18,57,27,19,12,50,26,10,21,38,66
758224,25-07-19 10:30,60,6,29,33,75,46,63,40,25,27,37,80,68,4,17,11,32,59,21,36
758225,25-07-19 10:35,56,3,63,41,5,50,17,26,10,48,44,40,28,75,7,70,65,35,29,62
758226,25-07-19 10:40,65,61,17,80,44,57,11,12,28,55,60,73,9,4,21,64,37,77,43,74
758227,25-07-19 10:45,7,64,6,26,77,14,23,40,66,63,29,72,61,16,28,19,68,56,51,79
758228,25-07-19 10:50,66,7,24,39,63,14,35,76,69,6,54,77,60,11,22,74,68,67,10,52
758229,25-07-19 10:55,51,40,45,17,35,74,66,42,44,80,31,60,5,54,62,71,56,52,53,65
758230,25-07-19 11:00,10,3,64,8,68,24,61,27,33,23,29,25,48,34,21,16,28,7,42,72
758231,25-07-19 11:05,31,77,38,9,48,74,22,10,79,76,59,30,72,61,3,26,49,71,8,23
758232,25-07-19 11:10,42,52,49,37,8,70,9,14,62,64,1,44,80,71,78,61,59,69,7,32
758233,25-07-19 11:15,19,14,36,78,69,65,57,68,49,39,23,22,73,59,63,74,77,28,12,43
758234,25-07-19 11:20,64,37,65,23,47,61,36,75,34,79,3,15,52,69,9,44,19,55,27,2
758235,25-07-19 11:25,71,33,32,30,27,53,5,56,8,20,14,64,21,31,9,41,39,51,37,52
758236,25-07-19 11:30,43,6,54,39,79,26,66,70,62,25,13,61,47,36,22,29,40,27,42,58
758237,25-07-19 11:35,61,66,54,53,15,45,65,1,51,9,3,14,58,37,47,4,18,40,27,30
758238,25-07-19 11:40,24,43,64,79,12,59,25,48,46,78,3,30,58,19,7,42,6,1,47,67
758239,25-07-19 11:45,48,14,70,26,2,64,65,31,3,30,62,19,12,75,5,13,45,58,29,22
758240,25-07-19 11:50,52,62,3,4,2,27,75,34,5,41,63,17,53,59,60,65,61,29,70,74
758241,25-07-19 11:55,75,49,33,26,21,22,57,39,67,27,46,70,2,3,30,31,20,1,4,56
758242,25-07-19 12:00,33,58,52,70,59,53,36,25,21,11,8,22,5,80,61,57,75,27,4,55
758243,25-07-19 12:05,60,39,12,76,46,24,56,29,21,61,71,51,22,57,74,18,69,15,73,17
758244,25-07-19 12:10,38,8,29,31,59,1,13,19,78,12,72,21,3,73,49,18,4,34,67,24
758245,25-07-19 12:15,46,28,6,80,40,77,45,36,37,8,63,35,5,16,66,50,34,68,10,49
758246,25-07-19 12:20,80,38,18,43,31,58,62,35,68,17,33,78,9,67,71,32,22,48,24,41
758247,25-07-19 12:25,52,76,65,24,54,58,18,3,14,48,31,56,72,80,44,40,30,55,7,19
758248,25-07-19 12:30,66,77,20,48,1,70,8,26,61,37,68,57,11,78,51,60,53,45,69,9
758249,25-07-19 12:35,58,26,32,41,2,62,7,39,23,19,67,49,33,14,5,4,11,60,3,77
758250,25-07-19 12:40,79,56,45,4,39,38,52,17,49,5,20,28,44,46,73,1,48,77,6,27
758251,25-07-19 12:45,67,15,79,35,43,66,14,80,30,4,69,73,11,41,70,36,16,9,10,24
758252,25-07-19 12:50,16,13,73,64,70,8,27,28,32,72,37,63,43,7,26,80,71,77,22,31
758253,25-07-19 12:55,51,58,15,4,10,8,16,62,20,3,64,7,53,66,41,40,59,63,23,49
758254,25-07-19 13:00,73,76,23,5,1,43,24,19,75,56,53,29,72,2,38,45,55,74,13,70
758255,25-07-19 13:05,63,7,35,2,66,4,12,79,57,41,43,5,3,25,70,77,29,20,69,6
758256,25-07-19 13:10,77,47,79,5,43,19,48,20,73,61,30,32,37,3,27,59,56,65,46,15
758257,25-07-19 13:15,68,64,77,46,65,56,55,63,48,36,58,57,8,41,21,38,52,32,69,15
758258,25-07-19 13:20,80,35,6,57,65,15,45,49,39,68,3,27,47,70,58,55,77,41,56,25
758259,25-07-19 13:25,58,80,75,64,78,41,72,76,69,25,20,7,70,57,51,52,60,63,62,17
758260,25-07-19 13:30,17,53,29,55,71,14,16,10,5,35,76,80,68,41,23,48,3,79,44,63
758261,25-07-19 13:35,55,77,3,7,38,17,20,25,27,53,63,67,71,76,6,21,19,59,73,65
758262,25-07-19 13:40,46,5,42,38,33,53,7,8,6,36,30,75,22,13,19,18,32,63,28,57
758263,25-07-19 13:45,2,34,8,4,9,40,67,61,48,44,52,5,68,39,21,27,74,62,28,73
758264,25-07-19 13:50,52,62,13,55,26,36,78,76,1,43,66,68,19,9,54,53,38,29,48,4
758265,25-07-19 13:55,6,44,4,11,57,34,15,72,21,39,5,56,22,48,79,3,53,59,74,7
758266,25-07-19 14:00,54,21,76,68,52,44,29,80,20,75,25,34,15,46,4,49,22,2,6,39
758267,25-07-19 14:05,27,59,56,65,18,44,39,6,26,37,23,1,79,12,38,33,53,16,50,60
758268,25-07-19 14:10,44,32,10,80,14,27,54,41,70,16,8,65,57,38,36,25,64,6,19,47
758269,25-07-19 14:15,45,5,30,32,17,28,62,4,16,66,40,18,35,38,60,3,47,51,78,9
758270,25-07-19 14:20,48,6,12,29,20,51,66,38,63,52,77,59,47,33,14,42,26,54,50,43
758271,25-07-19 14:25,6,76,37,48,41,40,49,27,69,23,26,61,47,1,25,74,15,67,24,21
758272,25-07-19 14:30,37,52,10,39,14,2,51,23,32,60,71,70,48,20,54,6,79,16,59,33
758273,25-07-19 14:35,71,78,55,18,65,69,20,47,77,11,53,19,6,64,8,22,9,74,3,17
758274,25-07-19 14:40,8,19,56,6,47,7,18,50,49,57,59,72,12,13,68,11,55,35,4,40
758275,25-07-19 14:45,33,13,16,74,12,43,27,55,45,58,80,3,39,59,23,78,64,24,44,66
758276,25-07-19 14:50,57,13,73,11,7,47,4,9,37,2,52,42,12,28,35,69,24,18,48,71
758277,25-07-19 14:55,8,30,50,47,24,12,46,38,43,58,70,23,40,22,44,20,10,9,55,74
758278,25-07-19 15:00,45,65,49,60,8,25,76,1,50,31,14,51,38,10,77,21,62,15,28,72
758279,25-07-19 15:05,42,10,36,60,16,32,5,44,29,13,50,52,33,66,47,12,25,75,30,22
758280,25-07-19 15:10,27,9,58,55,49,26,53,5,45,40,22,59,79,41,21,48,50,1,75,70
758281,25-07-19 15:15,3,39,5,58,9,36,55,40,12,13,7,53,11,48,27,46,16,61,15,56
758282,25-07-19 15:20,51,31,67,9,57,45,40,64,80,33,6,75,23,53,11,73,14,27,61,21
758283,25-07-19 15:25,23,5,55,3,48,45,62,26,14,71,74,1,79,22,58,56,47,59,31,38
758284,25-07-19 15:30,12,39,11,49,19,15,50,58,40,76,54,78,52,65,31,33,10,7,41,75
758285,25-07-19 15:35,73,33,25,20,47,27,62,5,18,63,64,31,11,26,53,54,34,60,79,72
758286,25-07-19 15:40,3,56,63,66,22,31,51,54,50,23,17,79,61,71,33,37,35,73,53,62
758287,25-07-19 15:45,26,54,9,19,71,41,59,78,63,79,13,30,68,6,60,50,23,27,29,57
758288,25-07-19 15:50,39,16,60,70,2,64,36,48,43,79,42,37,18,78,26,53,54,50,73,76
758289,25-07-19 15:55,21,76,43,56,35,18,66,1,34,53,48,36,25,17,13,54,38,12,26,8
758290,25-07-19 16:00,64,22,24,49,39,30,43,5,72,71,60,46,4,20,67,27,54,26,52,25
758291,25-07-19 16:05,9,61,35,49,12,60,29,21,41,42,28,65,30,50,37,23,71,44,62,7
758292,25-07-19 16:10,28,53,34,41,36,42,69,6,51,4,12,20,80,9,31,77,39,59,70,43
758293,25-07-19 16:15,55,64,54,76,73,44,7,2,57,66,45,16,78,70,79,13,25,69,38,40
758294,25-07-19 16:20,10,54,63,35,18,80,64,70,7,56,78,25,1,8,53,40,3,41,32,61
758295,25-07-19 16:25,44,43,53,78,4,16,63,17,9,52,80,79,18,14,62,73,24,39,33,55
758296,25-07-19 16:30,32,22,47,63,74,7,5,67,10,45,70,60,34,31,71,33,69,73,52,6
758297,25-07-19 16:35,50,12,58,55,31,57,14,18,9,21,70,71,77,56,15,44,67,46,32,40
758298,25-07-19 16:40,76,53,37,56,74,39,57,67,9,29,33,50,62,61,49,41,58,48,19,59
758299,25-07-19 16:45,33,69,70,2,55,51,74,59,29,80,35,27,18,47,32,8,13,34,15,60
758300,25-07-19 16:50,29,50,57,27,5,20,40,2,7,18,47,60,77,54,25,34,48,42,22,63
758301,25-07-19 16:55,48,55,46,66,76,77,23,5,31,69,1,49,27,58,67,20,45,2,25,50
758302,25-07-19 17:00,54,4,42,36,30,67,43,66,14,45,75,27,8,25,49,34,32,46,55,60
758303,25-07-19 17:05,18,15,69,11,64,58,31,22,2,75,79,74,47,80,37,5,14,30,77,16
758304,25-07-19 17:10,38,51,71,2,59,54,66,61,62,28,23,36,4,57,78,35,25,24,19,63
758305,25-07-19 17:15,52,42,78,39,15,11,34,51,19,36,14,48,44,28,37,53,3,40,2,80
758306,25-07-19 17:20,75,66,42,71,10,1,58,51,73,57,53,48,17,44,61,43,19,74,76,28
758307,25-07-19 17:25,67,45,75,35,73,54,4,51,13,19,77,58,26,37,3,6,28,63,71,41
758308,25-07-19 17:30,66,27,48,74,34,3,52,19,47,5,38,73,8,31,63,26,72,61,53,40
758309,25-07-19 17:35,65,40,36,24,22,10,71,62,15,67,54,23,60,49,17,34,58,55,75,44
758310,25-07-19 17:40,50,10,65,29,76,51,75,14,9,5,37,57,62,26,42,25,61,36,43,21
758311,25-07-19 17:45,16,9,44,14,79,80,36,73,60,75,66,15,25,4,21,40,51,64,53,77
758312,25-07-19 17:50,14,60,21,45,46,40,52,48,62,65,12,39,75,19,34,43,58,16,23,22
758313,25-07-19 17:55,10,34,25,5,76,59,67,43,74,56,71,22,29,13,66,15,64,39,62,12
758314,25-07-19 18:00,12,71,20,40,41,78,79,72,29,57,68,62,48,17,1,49,8,66,46,30
758315,25-07-19 18:05,22,75,66,15,1,41,18,55,71,74,53,67,32,62,63,69,43,42,78,25
758316,25-07-19 18:10,15,67,66,18,36,74,48,41,60,6,26,43,70,69,72,73,78,51,49,10
758317,25-07-19 18:15,6,7,76,44,26,73,27,64,54,60,12,68,56,72,15,75,2,80,9,31
758318,25-07-19 18:20,1,66,75,26,44,59,73,3,50,67,45,34,24,38,12,9,51,64,16,39
758319,25-07-19 18:25,11,14,47,56,24,35,75,48,12,36,72,17,15,80,39,33,21,42,37,58
758320,25-07-19 18:30,65,15,44,47,78,18,38,50,2,10,1,11,58,74,43,62,26,71,51,14
758321,25-07-19 18:35,70,61,56,64,50,39,54,47,2,63,65,36,72,46,33,45,66,15,7,49
758322,25-07-19 18:40,57,70,56,62,63,41,60,2,35,59,54,33,1,11,65,39,73,7,51,72
758323,25-07-19 18:45,40,36,3,8,29,59,32,55,25,26,2,5,66,46,68,42,43,39,53,37
758324,25-07-19 18:50,49,50,66,28,70,3,60,51,16,29,36,31,38,80,11,2,4,40,55,77
758325,25-07-19 18:55,75,49,51,10,29,3,64,18,66,22,43,59,63,15,19,41,16,25,61,74
758326,25-07-19 19:00,62,22,21,36,38,18,28,15,17,71,30,3,68,12,19,69,45,57,43,74
758327,25-07-19 19:05,28,7,41,80,39,62,38,76,68,4,70,63,48,79,46,8,67,14,49,13
758328,25-07-19 19:10,8,25,39,54,11,7,55,76,24,49,72,66,74,62,19,70,37,64,14,69
758329,25-07-19 19:15,35,29,72,7,49,51,42,68,20,21,39,40,66,17,6,45,8,75,38,25
758330,25-07-19 19:20,26,24,49,71,34,9,48,8,72,32,23,60,44,52,50,10,14,27,37,67
758331,25-07-19 19:25,80,32,21,76,31,37,51,2,34,44,7,42,18,58,56,67,14,26,41,49
758332,25-07-19 19:30,42,5,18,43,24,78,62,73,36,59,20,57,53,79,60,54,39,65,64,22
758333,25-07-19 19:35,62,47,2,63,75,72,32,37,38,33,42,44,35,17,16,7,21,51,8,28
758334,25-07-19 19:40,21,77,26,50,62,75,32,69,47,55,9,48,63,17,43,22,5,23,41,58
758335,25-07-19 19:45,66,61,54,53,74,58,10,7,78,48,20,73,57,29,43,32,67,17,77,16
758336,25-07-19 19:50,24,39,62,58,5,20,74,3,10,8,67,6,78,69,33,75,63,51,56,47
758337,25-07-19 19:55,55,27,44,30,16,75,60,74,29,18,43,9,39,8,25,50,38,63,66,23
758338,25-07-19 20:00,12,6,76,24,75,72,51,65,57,77,30,32,2,28,8,49,54,69,58,36
758339,25-07-19 20:05,74,23,20,41,54,3,9,42,76,30,8,17,26,65,22,13,61,52,77,68
758340,25-07-19 20:10,47,1,40,2,76,63,37,6,32,78,70,35,73,52,24,3,61,80,25,11
758341,25-07-19 20:15,58,53,51,59,74,77,61,49,2,50,48,26,12,68,43,55,13,31,19,56
758342,25-07-19 20:20,31,5,80,45,27,8,58,35,57,4,28,20,23,14,67,36,2,72,21,55
758343,25-07-19 20:25,6,60,62,42,72,59,20,44,9,80,45,73,1,58,19,61,53,8,35,64
758344,25-07-19 20:30,16,79,52,37,13,66,75,4,58,20,25,9,49,6,38,14,22,60,8,34
758345,25-07-19 20:35,14,80,17,10,27,8,35,77,25,5,52,71,34,38,37,13,43,73,66,62
758346,25-07-19 20:40,41,28,61,54,47,9,35,52,5,51,33,38,64,14,23,1,68,16,8,78
758347,25-07-19 20:45,21,4,71,68,50,7,69,52,36,61,23,51,65,10,76,30,32,16,12,1
758348,25-07-19 20:50,61,40,47,56,13,39,77,78,62,1,35,5,9,57,58,29,67,46,49,20
758349,25-07-19 20:55,5,4,12,22,71,29,35,38,74,26,63,54,13,69,75,58,8,47,16,9
758350,25-07-19 21:00,16,60,6,17,31,9,5,55,39,11,59,75,30,19,2,56,47,40,20,8
758351,25-07-19 21:05,45,30,18,2,72,62,9,4,46,16,51,43,76,32,47,6,71,61,66,56
758352,25-07-19 21:10,22,20,28,66,42,57,26,50,62,78,39,45,71,54,56,49,59,21,16,35
758353,25-07-19 21:15,67,3,50,9,40,72,71,22,45,54,11,44,8,46,7,79,49,13,64,24
758354,25-07-19 21:20,32,61,24,22,16,68,76,6,26,56,14,49,7,15,5,47,23,28,38,79
758355,25-07-19 21:25,44,65,49,12,77,4,28,31,60,8,73,34,36,37,41,43,35,75,70,27
758356,25-07-19 21:30,67,61,5,18,62,1,9,43,27,69,14,22,40,4,37,6,76,77,72,15
758357,25-07-19 21:35,5,73,66,18,48,28,37,69,46,9,47,38,16,39,63,10,77,24,71,1
758358,25-07-19 21:40,23,25,45,63,73,64,65,30,80,70,76,68,55,66,52,26,7,50,51,11
758359,25-07-19 21:45,40,63,33,8,16,58,64,49,14,25,78,47,20,42,55,68,79,53,27,59
758360,25-07-19 21:50,47,33,1,77,51,24,66,4,17,76,59,71,20,15,19,50,48,55,5,41
758361,25-07-19 21:55,17,79,66,14,55,51,80,45,61,75,37,48,59,63,62,38,18,72,3,21
758362,25-07-19 22:00,38,53,1,4,62,41,67,46,57,35,7,80,27,71,13,50,45,55,59,61
758363,25-07-19 22:05,10,46,6,64,16,50,69,12,72,75,30,59,44,26,38,52,8,34,45,25
758364,25-07-19 22:10,30,64,70,44,18,9,27,33,32,53,45,5,1,11,73,4,72,74,14,25
758365,25-07-19 22:15,61,26,36,57,22,62,17,78,14,75,20,23,8,25,42,77,15,56,69,39
758366,25-07-19 22:20,6,38,76,27,75,10,12,48,66,62,54,67,17,52,29,2,51,13,26,47
758367,25-07-19 22:25,19,76,45,58,11,7,4,44,75,49,16,30,10,9,70,55,73,35,79,28
758368,25-07-19 22:30,54,20,5,25,50,39,19,31,49,9,2,51,80,58,34,24,42,37,12,69
758369,25-07-19 22:35,24,79,17,62,46,45,4,44,8,74,41,73,5,9,19,48,29,20,14,64
758370,25-07-19 22:40,45,51,50,25,79,24,76,47,57,73,34,68,23,13,44,40,54,65,3,58
758371,25-07-19 22:45,14,46,29,12,10,60,45,49,11,53,80,15,7,51,52,9,42,20,64,54
758372,25-07-19 22:50,62,27,41,73,10,25,80,31,40,34,48,63,74,52,29,36,77,68,17,60
758373,25-07-19 22:55,80,51,14,8,49,60,74,75,79,69,52,59,56,21,2,32,12,31,66,46
758374,25-07-19 23:00,43,79,51,9,69,50,77,67,5,34,55,16,4,8,45,30,71,72,29,64
758375,25-07-19 23:05,76,4,23,14,77,12,53,25,56,44,7,8,32,61,50,35,60,59,26,3
758376,25-07-19 23:10,60,65,16,44,6,4,13,12,76,8,10,61,2,15,73,32,5,25,80,42
758377,25-07-19 23:15,77,48,55,56,9,19,78,43,41,13,62,20,60,17,64,38,59,67,27,51
758378,25-07-19 23:20,44,31,69,36,66,29,2,53,80,34,46,71,5,64,40,57,12,39,79,23
758379,25-07-19 23:25,48,79,1,36,62,54,3,9,77,70,11,13,35,64,21,28,17,38,50,66
758380,25-07-19 23:30,35,57,43,71,15,47,38,68,5,1,32,25,17,29,3,12,73,74,37,33
758381,25-07-19 23:35,2,73,54,8,48,78,33,12,19,69,45,79,64,59,66,53,49,18,14,42
758382,25-07-19 23:40,3,10,63,33,16,50,56,48,76,69,37,45,5,7,52,38,53,19,20,73
758383,25-07-19 23:45,17,32,22,60,46,47,35,15,65,69,1,64,4,76,23,36,3,72,7,66
758384,25-07-19 23:50,73,18,72,27,45,50,5,80,66,65,19,43,41,70,62,6,63,33,53,10
758385,25-07-19 23:55,35,16,7,9,17,51,73,69,74,42,33,57,21,14,3,65,10,75,41,62
758386,26-07-19 9:00,41,48,16,36,56,72,23,45,32,25,7,69,57,60,66,24,40,1,12,62
758387,26-07-19 9:05,21,7,77,18,35,51,72,28,1,19,24,74,63,37,43,8,60,41,11,17
758388,26-07-19 9:10,22,70,61,57,18,21,78,36,68,65,75,58,80,3,67,35,14,44,79,32
758389,26-07-19 9:15,2,48,76,73,8,28,3,12,45,50,70,75,53,34,41,36,24,46,52,49
758390,26-07-19 9:20,26,33,50,2,56,21,61,10,80,67,37,47,77,46,52,51,19,1,17,42
758391,26-07-19 9:25,6,3,9,61,51,11,53,1,68,47,50,28,12,40,48,26,31,37,69,52
758392,26-07-19 9:30,79,11,28,35,43,67,3,37,44,77,34,32,58,57,5,17,4,47,78,72
758393,26-07-19 9:35,23,80,71,78,7,42,53,26,25,79,41,74,37,11,69,14,12,5,39,50
758394,26-07-19 9:40,61,11,53,74,20,1,21,28,36,16,10,67,30,79,22,18,32,19,41,51
758395,26-07-19 9:45,20,42,7,76,22,39,9,21,8,55,40,46,30,54,67,58,13,78,34,24
758396,26-07-19 9:50,35,39,56,64,19,20,44,65,79,13,11,14,78,67,47,36,46,32,33,52
758397,26-07-19 9:55,9,30,13,14,70,3,38,24,46,78,43,18,41,26,74,6,22,57,66,35
758398,26-07-19 10:00,70,38,24,19,62,65,44,74,20,58,15,64,25,22,33,46,16,55,23,7
758399,26-07-19 10:05,61,45,44,19,58,29,24,20,57,4,41,50,51,74,14,79,13,76,68,34
758400,26-07-19 10:10,39,35,48,51,57,30,50,73,27,74,36,77,11,58,47,13,29,59,6,37
758401,26-07-19 10:15,22,32,16,15,12,41,43,34,2,9,74,18,49,71,42,80,52,25,3,38
758402,26-07-19 10:20,19,63,16,52,53,8,18,30,5,80,56,20,49,31,62,9,70,41,75,48
758403,26-07-19 10:25,18,13,70,69,29,30,48,5,75,7,31,72,16,68,56,32,47,14,19,11
758404,26-07-19 10:30,1,57,70,68,31,80,27,76,21,71,39,25,66,50,11,67,59,44,60,34
758405,26-07-19 10:35,2,21,33,53,36,66,78,5,58,12,27,44,45,20,38,3,46,79,71,68
758406,26-07-19 10:40,25,51,28,16,24,5,52,42,63,2,13,79,75,41,35,57,48,56,9,72
758407,26-07-19 10:45,14,48,80,21,42,6,32,51,7,52,30,66,60,22,50,28,10,78,67,77
758408,26-07-19 10:50,23,49,66,5,48,69,30,7,19,9,59,80,65,27,42,41,14,17,39,58
758409,26-07-19 10:55,18,37,27,75,13,19,38,8,59,46,74,1,10,60,25,7,32,36,44,22
758410,26-07-19 11:00,47,54,51,65,57,9,73,32,72,63,25,70,14,29,50,59,16,26,56,66
758411,26-07-19 11:05,56,4,9,75,27,36,72,16,19,60,77,15,21,45,2,66,43,51,6,34
758412,26-07-19 11:10,39,69,49,22,13,41,33,70,1,32,78,35,43,80,48,52,3,23,31,45
758413,26-07-19 11:15,70,56,24,7,79,72,55,42,67,21,76,12,5,3,2,77,29,4,38,17
758414,26-07-19 11:20,9,8,62,28,18,10,64,26,13,35,32,53,30,31,78,2,43,61,33,65
758415,26-07-19 11:25,67,25,80,52,54,64,43,10,12,29,19,28,75,34,23,5,59,47,74,58
758416,26-07-19 11:30,49,19,67,42,12,24,6,51,15,21,48,80,30,4,45,40,5,11,20,73
758417,26-07-19 11:35,48,42,5,72,65,52,26,78,20,23,74,44,4,3,41,51,27,47,12,25
758418,26-07-19 11:40,63,79,6,16,14,11,31,37,10,1,76,54,77,46,21,40,67,66,5,38
758419,26-07-19 11:45,31,6,80,1,47,20,28,57,21,3,45,36,2,14,7,56,17,8,76,52
758420,26-07-19 11:50,64,65,60,24,8,43,33,22,62,79,66,72,75,17,20,6,59,71,70,61
758421,26-07-19 11:55,16,73,21,68,40,71,2,69,79,39,26,35,20,37,63,5,8,1,3,19
758422,26-07-19 12:00,25,13,11,74,59,34,42,37,73,55,72,7,29,5,80,44,43,78,40,56
758423,26-07-19 12:05,50,51,20,70,42,78,62,1,31,25,34,36,71,74,40,14,55,47,3,4
758424,26-07-19 12:10,28,75,8,21,70,76,69,27,24,4,17,16,25,47,45,78,52,61,48,68
758425,26-07-19 12:15,66,60,8,31,80,17,47,58,10,53,65,27,50,41,55,79,4,63,25,40
758426,26-07-19 12:20,71,49,29,13,26,63,57,54,3,76,58,44,67,20,39,24,61,46,16,66
758427,26-07-19 12:25,62,52,49,29,6,59,35,34,58,53,22,23,60,61,73,78,4,70,3,46
758428,26-07-19 12:30,9,46,7,23,71,58,47,44,16,42,6,72,78,28,2,56,24,38,29,50
758429,26-07-19 12:35,55,37,60,10,25,45,58,36,13,5,31,49,17,39,38,68,78,77,4,23
758430,26-07-19 12:40,54,71,16,65,7,4,5,72,48,23,60,15,12,44,41,79,8,24,18,37
758431,26-07-19 12:45,19,64,8,80,70,57,76,51,25,29,54,7,53,78,18,44,1,21,66,71
